answer,Male_Female2,Male_Female,fixation,correctness,order,loss_trial.thisRepN,loss_trial.thisTrialN,loss_trial.thisN,loss_trial.thisIndex,reward_trial.thisRepN,reward_trial.thisTrialN,reward_trial.thisN,reward_trial.thisIndex,start_key.keys,start_key.rt,decide_2.keys,decide_2.rt,decide.keys,decide.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,s,31.3660701655,,,,,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
a,F046.png,F045.png,1.2,1,204,0,0,0,0,,,,,,,a,0.816902515813,,,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
a,F045.png,F046.png,1.8,0,216,0,1,1,1,,,,,,,d,0.683575943855,,,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
d,F045.png,F046.png,1.2,1,76,0,2,2,2,,,,,,,d,0.450192845259,,,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
d,F046.png,F045.png,1.2,0,228,0,3,3,3,,,,,,,a,0.450290758508,,,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
d,F045.png,F046.png,1.8,1,142,0,4,4,4,,,,,,,d,0.550242064935,,,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
a,F045.png,F046.png,1.2,0,69,0,5,5,5,,,,,,,d,0.36687071593,,,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
d,F046.png,F045.png,1.8,0,95,0,6,6,6,,,,,,,a,0.467035677837,,,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
a,F046.png,F045.png,1.8,1,140,0,7,7,7,,,,,,,a,0.450210089683,,,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
a,F046.png,F045.png,1.4,1,265,0,8,8,8,,,,,,,a,0.383611543359,,,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
a,F046.png,F045.png,1.4,1,271,0,9,9,9,,,,,,,a,0.383653339162,,,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
a,F046.png,F045.png,1.2,1,81,0,10,10,10,,,,,,,a,0.383656554226,,,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
a,F046.png,F045.png,1.8,1,279,0,11,11,11,,,,,,,a,0.333525555066,,,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
d,F045.png,F046.png,1.4,1,257,0,12,12,12,,,,,,,d,0.433588511823,,,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
d,F046.png,F045.png,1.6,0,119,0,13,13,13,,,,,,,a,0.383654215999,,,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
d,F046.png,F045.png,1.2,0,198,0,14,14,14,,,,,,,a,0.40009224305,,,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
d,F045.png,F046.png,1.6,1,79,0,15,15,15,,,,,,,d,0.433538532223,,,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
a,F046.png,F045.png,1.6,1,114,0,16,16,16,,,,,,,a,0.400343310157,,,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
d,F045.png,F046.png,1.8,1,230,0,17,17,17,,,,,,,d,0.366895559589,,,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
a,F046.png,F045.png,1.2,1,193,0,18,18,18,,,,,,,a,0.383638725245,,,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
a,F046.png,F045.png,1.4,1,266,0,19,19,19,,,,,,,a,0.400188987183,,,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
a,F045.png,F046.png,1.2,0,153,0,20,20,20,,,,,,,d,0.350307009187,,,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
a,F046.png,F045.png,1.4,1,34,0,21,21,21,,,,,,,a,0.450254808271,,,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
a,F045.png,F046.png,1.4,0,209,0,22,22,22,,,,,,,d,0.400556673358,,,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
d,F045.png,F046.png,1.8,1,249,0,23,23,23,,,,,,,d,0.316929697703,,,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
d,F045.png,F046.png,1.6,1,154,0,24,24,24,,,,,,,d,0.316959510095,,,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
d,F045.png,F046.png,1.2,1,182,0,25,25,25,,,,,,,d,0.383615342977,,,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
d,F045.png,F046.png,1.2,1,178,0,26,26,26,,,,,,,d,0.350271935782,,,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
d,F045.png,F046.png,1.6,1,105,0,27,27,27,,,,,,,d,0.35028888793,,,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
a,F046.png,F045.png,1.4,1,146,0,28,28,28,,,,,,,a,0.433592311441,,,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
d,F046.png,F045.png,1.8,0,85,0,29,29,29,,,,,,,a,0.433587050429,,,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
a,F046.png,F045.png,1.4,1,176,0,30,30,30,,,,,,,a,0.416740125958,,,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
a,F046.png,F045.png,1.2,1,1,0,31,31,31,,,,,,,a,0.350265797937,,,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
d,F045.png,F046.png,1.2,1,94,0,32,32,32,,,,,,,d,0.417032988873,,,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
d,F045.png,F046.png,1.8,1,40,0,33,33,33,,,,,,,d,0.40018401845,,,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
d,F045.png,F046.png,1.8,1,54,0,34,34,34,,,,,,,d,0.400266440949,,,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
d,F046.png,F045.png,1.8,0,205,0,35,35,35,,,,,,,a,0.433611017255,,,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
a,F046.png,F045.png,1.8,1,169,0,36,36,36,,,,,,,a,0.416712651793,,,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
a,F045.png,F046.png,1.6,0,96,0,37,37,37,,,,,,,d,0.450295727242,,,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
d,F045.png,F046.png,1.6,1,252,0,38,38,38,,,,,,,d,0.416972779531,,,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
a,F045.png,F046.png,1.6,0,5,0,39,39,39,,,,,,,d,0.366916603631,,,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
d,F034.png,F028.png,1.2,0,204,,,,,0,0,0,0,,,,,a,0.900238966784,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
a,F028.png,F034.png,1.8,0,216,,,,,0,1,1,1,,,,,d,0.433613063204,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
d,F028.png,F034.png,1.2,1,76,,,,,0,2,2,2,,,,,a,0.550304027947,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
d,F028.png,F034.png,1.2,1,228,,,,,0,3,3,3,,,,,a,0.416850314901,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
d,F034.png,F028.png,1.8,0,142,,,,,0,4,4,4,,,,,a,0.416916662089,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
d,F028.png,F034.png,1.2,1,69,,,,,0,5,5,5,,,,,a,0.4835815556,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
d,F028.png,F034.png,1.8,1,95,,,,,0,6,6,6,,,,,d,0.416994115854,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
d,F028.png,F034.png,1.8,1,140,,,,,0,7,7,7,,,,,d,0.400198632371,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
a,F034.png,F028.png,1.4,1,265,,,,,0,8,8,8,,,,,a,0.366925956539,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
a,F034.png,F028.png,1.4,1,271,,,,,0,9,9,9,,,,,a,0.40028748499,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
d,F034.png,F028.png,1.2,0,81,,,,,0,10,10,10,,,,,a,0.366973013355,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
d,F028.png,F034.png,1.8,1,279,,,,,0,11,11,11,,,,,d,0.433635568639,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
a,F028.png,F034.png,1.4,0,257,,,,,0,12,12,12,,,,,d,0.383544903892,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
a,F034.png,F028.png,1.6,1,119,,,,,0,13,13,13,,,,,a,0.450229672329,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
d,F028.png,F034.png,1.2,1,198,,,,,0,14,14,14,,,,,d,0.366958983996,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
a,F034.png,F028.png,1.6,1,79,,,,,0,15,15,15,,,,,a,0.383553379965,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
a,F034.png,F028.png,1.6,1,114,,,,,0,16,16,16,,,,,a,0.38360628235,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
a,F028.png,F034.png,1.8,0,230,,,,,0,17,17,17,,,,,d,0.35025118402,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
a,F034.png,F028.png,1.2,1,193,,,,,0,18,18,18,,,,,a,0.366980320316,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
a,F034.png,F028.png,1.4,1,266,,,,,0,19,19,19,,,,,a,0.450243701693,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
a,F028.png,F034.png,1.2,0,153,,,,,0,20,20,20,,,,,d,0.383611835638,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
d,F034.png,F028.png,1.4,0,34,,,,,0,21,21,21,,,,,a,0.400305313971,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
a,F034.png,F028.png,1.4,1,209,,,,,0,22,22,22,,,,,a,0.433402915067,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
d,F028.png,F034.png,1.8,1,249,,,,,0,23,23,23,,,,,d,0.383681982443,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
a,F034.png,F028.png,1.6,1,154,,,,,0,24,24,24,,,,,a,0.383540519721,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
a,F034.png,F028.png,1.2,1,182,,,,,0,25,25,25,,,,,a,0.400219091855,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
d,F028.png,F034.png,1.2,1,178,,,,,0,26,26,26,,,,,d,0.350354650556,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
d,F028.png,F034.png,1.6,1,105,,,,,0,27,27,27,,,,,d,0.400167650863,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
d,F034.png,F028.png,1.4,0,146,,,,,0,28,28,28,,,,,a,0.466930457627,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
a,F034.png,F028.png,1.8,1,85,,,,,0,29,29,29,,,,,a,0.350262290598,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
d,F028.png,F034.png,1.4,1,176,,,,,0,30,30,30,,,,,d,0.416862006037,2018_2_26_1623,60.0025955433,One_NoFb_17ms,001,YAD_10041_01,
