answer,Male_Female2,Male_Female,fixation,correctness,order,loss_trial.thisRepN,loss_trial.thisTrialN,loss_trial.thisN,loss_trial.thisIndex,reward_trial.thisRepN,reward_trial.thisTrialN,reward_trial.thisN,reward_trial.thisIndex,start_key.keys,start_key.rt,decide_2.keys,decide_2.rt,decide.keys,decide.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,s,33.416203231,,,,,2017_11_02_1144,60.0051387368,One_NoFb_17ms,001,YAD_10026,
a,F046.png,F045.png,1.2,1,204,0,0,0,0,,,,,,,a,0.866964286497,,,2017_11_02_1144,60.0051387368,One_NoFb_17ms,001,YAD_10026,
a,F045.png,F046.png,1.8,0,216,0,1,1,1,,,,,,,d,0.53356246202,,,2017_11_02_1144,60.0051387368,One_NoFb_17ms,001,YAD_10026,
d,F045.png,F046.png,1.2,1,76,0,2,2,2,,,,,,,d,0.483597930301,,,2017_11_02_1144,60.0051387368,One_NoFb_17ms,001,YAD_10026,
d,F046.png,F045.png,1.2,0,228,0,3,3,3,,,,,,,a,0.533629394333,,,2017_11_02_1144,60.0051387368,One_NoFb_17ms,001,YAD_10026,
d,F045.png,F046.png,1.8,1,142,0,4,4,4,,,,,,,d,0.350333068624,,,2017_11_02_1144,60.0051387368,One_NoFb_17ms,001,YAD_10026,
a,F045.png,F046.png,1.2,0,69,0,5,5,5,,,,,,,d,0.450203091337,,,2017_11_02_1144,60.0051387368,One_NoFb_17ms,001,YAD_10026,
d,F046.png,F045.png,1.8,0,95,0,6,6,6,,,,,,,a,0.433590433298,,,2017_11_02_1144,60.0051387368,One_NoFb_17ms,001,YAD_10026,
a,F046.png,F045.png,1.8,1,140,0,7,7,7,,,,,,,d,0.416892429253,,,2017_11_02_1144,60.0051387368,One_NoFb_17ms,001,YAD_10026,
a,F046.png,F045.png,1.4,1,265,0,8,8,8,,,,,,,d,0.450257747852,,,2017_11_02_1144,60.0051387368,One_NoFb_17ms,001,YAD_10026,
a,F046.png,F045.png,1.4,1,271,0,9,9,9,,,,,,,a,0.666992170089,,,2017_11_02_1144,60.0051387368,One_NoFb_17ms,001,YAD_10026,
a,F046.png,F045.png,1.2,1,81,0,10,10,10,,,,,,,a,0.433597740319,,,2017_11_02_1144,60.0051387368,One_NoFb_17ms,001,YAD_10026,
a,F046.png,F045.png,1.8,1,279,0,11,11,11,,,,,,,a,0.366946895787,,,2017_11_02_1144,60.0051387368,One_NoFb_17ms,001,YAD_10026,
d,F045.png,F046.png,1.4,1,257,0,12,12,12,,,,,,,d,0.517039241917,,,2017_11_02_1144,60.0051387368,One_NoFb_17ms,001,YAD_10026,
d,F046.png,F045.png,1.6,0,119,0,13,13,13,,,,,,,a,0.433616738572,,,2017_11_02_1144,60.0051387368,One_NoFb_17ms,001,YAD_10026,
d,F046.png,F045.png,1.2,0,198,0,14,14,14,,,,,,,a,0.417086796009,,,2017_11_02_1144,60.0051387368,One_NoFb_17ms,001,YAD_10026,
d,F045.png,F046.png,1.6,1,79,0,15,15,15,,,,,,,d,0.433504502731,,,2017_11_02_1144,60.0051387368,One_NoFb_17ms,001,YAD_10026,
a,F046.png,F045.png,1.6,1,114,0,16,16,16,,,,,,,a,0.383610410692,,,2017_11_02_1144,60.0051387368,One_NoFb_17ms,001,YAD_10026,
d,F045.png,F046.png,1.8,1,230,0,17,17,17,,,,,,,a,0.450206306426,,,2017_11_02_1144,60.0051387368,One_NoFb_17ms,001,YAD_10026,
a,F046.png,F045.png,1.2,1,193,0,18,18,18,,,,,,,a,0.483540350977,,,2017_11_02_1144,60.0051387368,One_NoFb_17ms,001,YAD_10026,
a,F046.png,F045.png,1.4,1,266,0,19,19,19,,,,,,,a,0.416869046787,,,2017_11_02_1144,60.0051387368,One_NoFb_17ms,001,YAD_10026,
a,F045.png,F046.png,1.2,0,153,0,20,20,20,,,,,,,d,0.333579531221,,,2017_11_02_1144,60.0051387368,One_NoFb_17ms,001,YAD_10026,
a,F046.png,F045.png,1.4,1,34,0,21,21,21,,,,,,,a,0.350247722621,,,2017_11_02_1144,60.0051387368,One_NoFb_17ms,001,YAD_10026,
a,F045.png,F046.png,1.4,0,209,0,22,22,22,,,,,,,d,0.450184093082,,,2017_11_02_1144,60.0051387368,One_NoFb_17ms,001,YAD_10026,
d,F045.png,F046.png,1.8,1,249,0,23,23,23,,,,,,,d,0.38358556682,,,2017_11_02_1144,60.0051387368,One_NoFb_17ms,001,YAD_10026,
d,F045.png,F046.png,1.6,1,154,0,24,24,24,,,,,,,d,0.316870128227,,,2017_11_02_1144,60.0051387368,One_NoFb_17ms,001,YAD_10026,
d,F045.png,F046.png,1.2,1,182,0,25,25,25,,,,,,,d,0.28358284861,,,2017_11_02_1144,60.0051387368,One_NoFb_17ms,001,YAD_10026,
d,F045.png,F046.png,1.2,1,178,0,26,26,26,,,,,,,d,0.317018606891,,,2017_11_02_1144,60.0051387368,One_NoFb_17ms,001,YAD_10026,
