answer,Male_Female2,Male_Female,fixation,correctness,order,loss_trial.thisRepN,loss_trial.thisTrialN,loss_trial.thisN,loss_trial.thisIndex,reward_trial.thisRepN,reward_trial.thisTrialN,reward_trial.thisN,reward_trial.thisIndex,start_key.keys,start_key.rt,decide_2.keys,decide_2.rt,decide.keys,decide.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,s,31.7164122786,,,,,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
a,F046.png,F045.png,1.2,1,204,0,0,0,0,,,,,,,d,0.666906046069,,,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
a,F045.png,F046.png,1.8,0,216,0,1,1,1,,,,,,,d,0.466963158078,,,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
d,F045.png,F046.png,1.2,1,76,0,2,2,2,,,,,,,d,0.566893097952,,,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
d,F046.png,F045.png,1.2,0,228,0,3,3,3,,,,,,,a,0.400238561011,,,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
d,F045.png,F046.png,1.8,1,142,0,4,4,4,,,,,,,d,0.400338521641,,,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
a,F045.png,F046.png,1.2,0,69,0,5,5,5,,,,,,,d,0.416925848211,,,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
d,F046.png,F045.png,1.8,0,95,0,6,6,6,,,,,,,a,0.400280649697,,,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
a,F046.png,F045.png,1.8,1,140,0,7,7,7,,,,,,,d,0.31691465379,,,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
a,F046.png,F045.png,1.4,1,265,0,8,8,8,,,,,,,d,0.300182647361,,,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
a,F046.png,F045.png,1.4,1,271,0,9,9,9,,,,,,,d,0.350260876784,,,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
a,F046.png,F045.png,1.2,1,81,0,10,10,10,,,,,,,a,0.366706154038,,,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
a,F046.png,F045.png,1.8,1,279,0,11,11,11,,,,,,,a,0.31693657498,,,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
d,F045.png,F046.png,1.4,1,257,0,12,12,12,,,,,,,d,0.366745612181,,,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
d,F046.png,F045.png,1.6,0,119,0,13,13,13,,,,,,,a,0.3836602952,,,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
d,F046.png,F045.png,1.2,0,198,0,14,14,14,,,,,,,a,0.366981776476,,,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
d,F045.png,F046.png,1.6,1,79,0,15,15,15,,,,,,,d,0.466916392871,,,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
a,F046.png,F045.png,1.6,1,114,0,16,16,16,,,,,,,a,0.433613427694,,,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
d,F045.png,F046.png,1.8,1,230,0,17,17,17,,,,,,,d,0.38360973032,,,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
a,F046.png,F045.png,1.2,1,193,0,18,18,18,,,,,,,a,0.383591024237,,,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
a,F046.png,F045.png,1.4,1,266,0,19,19,19,,,,,,,a,0.36687772389,,,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
a,F045.png,F046.png,1.2,0,153,0,20,20,20,,,,,,,d,0.400288833609,,,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
a,F046.png,F045.png,1.4,1,34,0,21,21,21,,,,,,,a,0.350287474495,,,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
a,F045.png,F046.png,1.4,0,209,0,22,22,22,,,,,,,d,0.316964926387,,,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
d,F045.png,F046.png,1.8,1,249,0,23,23,23,,,,,,,d,0.316921084006,,,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
d,F045.png,F046.png,1.6,1,154,0,24,24,24,,,,,,,d,0.366884738672,,,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
d,F045.png,F046.png,1.2,1,182,0,25,25,25,,,,,,,d,0.350257953958,,,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
d,F045.png,F046.png,1.2,1,178,0,26,26,26,,,,,,,d,0.33360077186,,,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
d,F045.png,F046.png,1.6,1,105,0,27,27,27,,,,,,,d,0.333563359694,,,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
a,F046.png,F045.png,1.4,1,146,0,28,28,28,,,,,,,None,,,,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
d,F046.png,F045.png,1.8,0,85,0,29,29,29,,,,,,,a,0.416961506682,,,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
a,F046.png,F045.png,1.4,1,176,0,30,30,30,,,,,,,a,0.366961901263,,,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
a,F046.png,F045.png,1.2,1,1,0,31,31,31,,,,,,,a,0.366942610615,,,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
d,F045.png,F046.png,1.2,1,94,0,32,32,32,,,,,,,d,0.316906762161,,,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
d,F045.png,F046.png,1.8,1,40,0,33,33,33,,,,,,,d,0.36688678465,,,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
d,F045.png,F046.png,1.8,1,54,0,34,34,34,,,,,,,d,0.350314072206,,,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
d,F046.png,F045.png,1.8,0,205,0,35,35,35,,,,,,,a,0.316933359873,,,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
a,F046.png,F045.png,1.8,1,169,0,36,36,36,,,,,,,a,0.333617139682,,,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
a,F045.png,F046.png,1.6,0,96,0,37,37,37,,,,,,,d,0.300351002105,,,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
d,F045.png,F046.png,1.6,1,252,0,38,38,38,,,,,,,d,0.300253087454,,,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
a,F045.png,F046.png,1.6,0,5,0,39,39,39,,,,,,,d,0.300284069403,,,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
d,F034.png,F028.png,1.2,0,204,,,,,0,0,0,0,,,,,d,0.550196165428,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
a,F028.png,F034.png,1.8,0,216,,,,,0,1,1,1,,,,,a,0.466931591563,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
d,F028.png,F034.png,1.2,1,76,,,,,0,2,2,2,,,,,a,0.46693013015,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
d,F028.png,F034.png,1.2,1,228,,,,,0,3,3,3,,,,,a,0.366878893021,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
d,F034.png,F028.png,1.8,0,142,,,,,0,4,4,4,,,,,d,0.433558478576,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
d,F028.png,F034.png,1.2,1,69,,,,,0,5,5,5,,,,,a,0.38364421966,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
d,F028.png,F034.png,1.8,1,95,,,,,0,6,6,6,,,,,d,0.450299253481,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
d,F028.png,F034.png,1.8,1,140,,,,,0,7,7,7,,,,,d,0.400295556107,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
a,F034.png,F028.png,1.4,1,265,,,,,0,8,8,8,,,,,a,0.517028527068,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
a,F034.png,F028.png,1.4,1,271,,,,,0,9,9,9,,,,,a,0.450490113981,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
d,F034.png,F028.png,1.2,0,81,,,,,0,10,10,10,,,,,a,0.483631446913,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
d,F028.png,F034.png,1.8,1,279,,,,,0,11,11,11,,,,,d,0.333586450015,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
a,F028.png,F034.png,1.4,0,257,,,,,0,12,12,12,,,,,a,0.400246744922,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
a,F034.png,F028.png,1.6,1,119,,,,,0,13,13,13,,,,,a,0.633585543939,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
d,F028.png,F034.png,1.2,1,198,,,,,0,14,14,14,,,,,d,0.450252488274,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
a,F034.png,F028.png,1.6,1,79,,,,,0,15,15,15,,,,,a,0.383624344447,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
a,F034.png,F028.png,1.6,1,114,,,,,0,16,16,16,,,,,a,0.450277040008,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
a,F028.png,F034.png,1.8,0,230,,,,,0,17,17,17,,,,,a,0.733580662821,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
a,F034.png,F028.png,1.2,1,193,,,,,0,18,18,18,,,,,a,0.566902450994,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
a,F034.png,F028.png,1.4,1,266,,,,,0,19,19,19,,,,,a,0.683583395662,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
a,F028.png,F034.png,1.2,0,153,,,,,0,20,20,20,,,,,d,0.516942303719,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
d,F034.png,F028.png,1.4,0,34,,,,,0,21,21,21,,,,,a,0.433588875961,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
a,F034.png,F028.png,1.4,1,209,,,,,0,22,22,22,,,,,a,0.566894559365,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
d,F028.png,F034.png,1.8,1,249,,,,,0,23,23,23,,,,,d,0.483562760515,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
a,F034.png,F028.png,1.6,1,154,,,,,0,24,24,24,,,,,a,0.40019588776,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
a,F034.png,F028.png,1.2,1,182,,,,,0,25,25,25,,,,,a,0.483634077455,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
d,F028.png,F034.png,1.2,1,178,,,,,0,26,26,26,,,,,d,0.433591214221,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
d,F028.png,F034.png,1.6,1,105,,,,,0,27,27,27,,,,,d,0.483572405839,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
d,F034.png,F028.png,1.4,0,146,,,,,0,28,28,28,,,,,a,0.416911234084,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
a,F034.png,F028.png,1.8,1,85,,,,,0,29,29,29,,,,,a,0.450262718164,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
d,F028.png,F034.png,1.4,1,176,,,,,0,30,30,30,,,,,d,0.483567729319,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
d,F028.png,F034.png,1.2,1,1,,,,,0,31,31,31,,,,,d,0.366877723891,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
a,F034.png,F028.png,1.2,1,94,,,,,0,32,32,32,,,,,a,0.366872170522,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
a,F034.png,F028.png,1.8,1,40,,,,,0,33,33,33,,,,,a,0.466912593198,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
d,F034.png,F028.png,1.8,0,54,,,,,0,34,34,34,,,,,a,0.483587604531,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
a,F028.png,F034.png,1.8,0,205,,,,,0,35,35,35,,,,,d,0.583557879397,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
d,F028.png,F034.png,1.8,1,169,,,,,0,36,36,36,,,,,d,0.416926432776,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
a,F028.png,F034.png,1.6,0,96,,,,,0,37,37,37,,,,,d,0.366836512052,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
a,F034.png,F028.png,1.6,1,252,,,,,0,38,38,38,,,,,a,0.416924386799,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
d,F028.png,F034.png,1.6,1,5,,,,,0,39,39,39,,,,,d,0.383608268907,2018_7_02_1120,60.0074190483,One_NoFb_17ms,001,YAD_10076_01,
