answer,Male_Female2,Male_Female,fixation,correctness,order,loss_trial.thisRepN,loss_trial.thisTrialN,loss_trial.thisN,loss_trial.thisIndex,reward_trial.thisRepN,reward_trial.thisTrialN,reward_trial.thisN,reward_trial.thisIndex,start_key.keys,start_key.rt,decide_2.keys,decide_2.rt,decide.keys,decide.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,s,31.6661872299,,,,,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
a,F046.png,F045.png,1.2,1,204,0,0,0,0,,,,,,,None,,,,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
a,F045.png,F046.png,1.8,0,216,0,1,1,1,,,,,,,None,,,,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
d,F045.png,F046.png,1.2,1,76,0,2,2,2,,,,,,,a,0.600272229653,,,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
d,F046.png,F045.png,1.2,0,228,0,3,3,3,,,,,,,a,1.06693038123,,,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
d,F045.png,F046.png,1.8,1,142,0,4,4,4,,,,,,,d,0.633596833555,,,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
a,F045.png,F046.png,1.2,0,69,0,5,5,5,,,,,,,d,0.600296781178,,,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
d,F046.png,F045.png,1.8,0,95,0,6,6,6,,,,,,,a,0.683533467236,,,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
a,F046.png,F045.png,1.8,1,140,0,7,7,7,,,,,,,a,0.417038934042,,,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
a,F046.png,F045.png,1.4,1,265,0,8,8,8,,,,,,,a,0.583550594849,,,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
a,F046.png,F045.png,1.4,1,271,0,9,9,9,,,,,,,a,0.43363839578,,,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
a,F046.png,F045.png,1.2,1,81,0,10,10,10,,,,,,,a,0.383664350249,,,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
a,F046.png,F045.png,1.8,1,279,0,11,11,11,,,,,,,a,0.433585785368,,,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
d,F045.png,F046.png,1.4,1,257,0,12,12,12,,,,,,,d,0.350342084588,,,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
d,F046.png,F045.png,1.6,0,119,0,13,13,13,,,,,,,a,0.283658095457,,,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
d,F046.png,F045.png,1.2,0,198,0,14,14,14,,,,,,,a,0.266958381657,,,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
d,F045.png,F046.png,1.6,1,79,0,15,15,15,,,,,,,d,0.350237448325,,,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
a,F046.png,F045.png,1.6,1,114,0,16,16,16,,,,,,,a,0.283584733159,,,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
d,F045.png,F046.png,1.8,1,230,0,17,17,17,,,,,,,d,0.316959316953,,,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
a,F046.png,F045.png,1.2,1,193,0,18,18,18,,,,,,,a,0.400258258665,,,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
a,F046.png,F045.png,1.4,1,266,0,19,19,19,,,,,,,a,0.36695732945,,,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
a,F045.png,F046.png,1.2,0,153,0,20,20,20,,,,,,,d,0.717165257487,,,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
a,F046.png,F045.png,1.4,1,34,0,21,21,21,,,,,,,a,0.600309933781,,,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
a,F045.png,F046.png,1.4,0,209,0,22,22,22,,,,,,,None,,,,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
d,F045.png,F046.png,1.8,1,249,0,23,23,23,,,,,,,a,0.666966740866,,,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
d,F045.png,F046.png,1.6,1,154,0,24,24,24,,,,,,,d,0.433564448924,,,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
d,F045.png,F046.png,1.2,1,182,0,25,25,25,,,,,,,d,0.450374352307,,,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
d,F045.png,F046.png,1.2,1,178,0,26,26,26,,,,,,,d,0.466981121046,,,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
d,F045.png,F046.png,1.6,1,105,0,27,27,27,,,,,,,d,0.300303737444,,,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
a,F046.png,F045.png,1.4,1,146,0,28,28,28,,,,,,,a,0.433594553771,,,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
d,F046.png,F045.png,1.8,0,85,0,29,29,29,,,,,,,a,0.416927867618,,,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
a,F046.png,F045.png,1.4,1,176,0,30,30,30,,,,,,,a,0.51719103659,,,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
a,F046.png,F045.png,1.2,1,1,0,31,31,31,,,,,,,a,0.417000645353,,,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
d,F045.png,F046.png,1.2,1,94,0,32,32,32,,,,,,,d,0.616909103237,,,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
d,F045.png,F046.png,1.8,1,40,0,33,33,33,,,,,,,d,0.666941020221,,,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
d,F045.png,F046.png,1.8,1,54,0,34,34,34,,,,,,,d,0.517003392786,,,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
d,F046.png,F045.png,1.8,0,205,0,35,35,35,,,,,,,a,0.433695974954,,,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
a,F046.png,F045.png,1.8,1,169,0,36,36,36,,,,,,,a,0.350321917263,,,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
a,F045.png,F046.png,1.6,0,96,0,37,37,37,,,,,,,d,0.650255335864,,,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
d,F045.png,F046.png,1.6,1,252,0,38,38,38,,,,,,,None,,,,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
a,F045.png,F046.png,1.6,0,5,0,39,39,39,,,,,,,a,0.366929270564,,,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
d,F034.png,F028.png,1.2,0,204,,,,,0,0,0,0,,,,,d,0.800260187714,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
a,F028.png,F034.png,1.8,0,216,,,,,0,1,1,1,,,,,a,0.833563162891,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
d,F028.png,F034.png,1.2,1,76,,,,,0,2,2,2,,,,,a,0.700230258235,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
d,F028.png,F034.png,1.2,1,228,,,,,0,3,3,3,,,,,a,0.46691272751,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
d,F034.png,F028.png,1.8,0,142,,,,,0,4,4,4,,,,,d,0.600281874895,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
d,F028.png,F034.png,1.2,1,69,,,,,0,5,5,5,,,,,a,0.533604315924,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
d,F028.png,F034.png,1.8,1,95,,,,,0,6,6,6,,,,,a,0.433626412298,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
d,F028.png,F034.png,1.8,1,140,,,,,0,7,7,7,,,,,a,0.433422108532,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
a,F034.png,F028.png,1.4,1,265,,,,,0,8,8,8,,,,,d,0.583654646551,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
a,F034.png,F028.png,1.4,1,271,,,,,0,9,9,9,,,,,a,1.00026012926,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
d,F034.png,F028.png,1.2,0,81,,,,,0,10,10,10,,,,,a,0.616940377206,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
d,F028.png,F034.png,1.8,1,279,,,,,0,11,11,11,,,,,d,0.616990649376,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
a,F028.png,F034.png,1.4,0,257,,,,,0,12,12,12,,,,,d,0.383659966048,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
a,F034.png,F028.png,1.6,1,119,,,,,0,13,13,13,,,,,a,0.333592390898,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
d,F028.png,F034.png,1.2,1,198,,,,,0,14,14,14,,,,,d,0.483599873267,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
a,F034.png,F028.png,1.6,1,79,,,,,0,15,15,15,,,,,a,1.30023709759,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
a,F034.png,F028.png,1.6,1,114,,,,,0,16,16,16,,,,,a,0.700301282292,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
a,F028.png,F034.png,1.8,0,230,,,,,0,17,17,17,,,,,a,0.466936986755,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
a,F034.png,F028.png,1.2,1,193,,,,,0,18,18,18,,,,,a,0.533398843039,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
a,F034.png,F028.png,1.4,1,266,,,,,0,19,19,19,,,,,d,1.06697100815,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
a,F028.png,F034.png,1.2,0,153,,,,,0,20,20,20,,,,,a,0.783573334238,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
d,F034.png,F028.png,1.4,0,34,,,,,0,21,21,21,,,,,None,,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
a,F034.png,F028.png,1.4,1,209,,,,,0,22,22,22,,,,,d,1.08358040741,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
d,F028.png,F034.png,1.8,1,249,,,,,0,23,23,23,,,,,a,1.016903433,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
a,F034.png,F028.png,1.6,1,154,,,,,0,24,24,24,,,,,a,0.733551939336,2018_6_25_1114,60.0178226854,One_NoFb_17ms,001,YAD_10066_01,
