answer,Male_Female2,Male_Female,fixation,correctness,order,loss_trial.thisRepN,loss_trial.thisTrialN,loss_trial.thisN,loss_trial.thisIndex,reward_trial.thisRepN,reward_trial.thisTrialN,reward_trial.thisN,reward_trial.thisIndex,start_key.keys,start_key.rt,decide_2.keys,decide_2.rt,decide.keys,decide.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,s,31.0495823902,,,,,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
a,F046.png,F045.png,1.2,1,204,0,0,0,0,,,,,,,a,0.8502114354,,,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
a,F045.png,F046.png,1.8,0,216,0,1,1,1,,,,,,,d,0.616889812753,,,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
d,F045.png,F046.png,1.2,1,76,0,2,2,2,,,,,,,d,0.566908167941,,,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
d,F046.png,F045.png,1.2,0,228,0,3,3,3,,,,,,,a,0.833553517648,,,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
d,F045.png,F046.png,1.8,1,142,0,4,4,4,,,,,,,d,0.450228504555,,,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
a,F045.png,F046.png,1.2,0,69,0,5,5,5,,,,,,,d,0.433572632766,,,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
d,F046.png,F045.png,1.8,0,95,0,6,6,6,,,,,,,a,0.433649794702,,,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
a,F046.png,F045.png,1.8,1,140,0,7,7,7,,,,,,,a,0.616879582951,,,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
a,F046.png,F045.png,1.4,1,265,0,8,8,8,,,,,,,a,0.700195476908,,,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
a,F046.png,F045.png,1.4,1,271,0,9,9,9,,,,,,,a,0.516937045213,,,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
a,F046.png,F045.png,1.2,1,81,0,10,10,10,,,,,,,a,0.583566962532,,,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
a,F046.png,F045.png,1.8,1,279,0,11,11,11,,,,,,,a,0.450214475111,,,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
d,F045.png,F046.png,1.4,1,257,0,12,12,12,,,,,,,d,0.400257674106,,,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
d,F046.png,F045.png,1.6,0,119,0,13,13,13,,,,,,,a,0.383615247199,,,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
d,F046.png,F045.png,1.2,0,198,0,14,14,14,,,,,,,a,0.516895249164,,,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
d,F045.png,F046.png,1.6,1,79,0,15,15,15,,,,,,,d,0.500196704485,,,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
a,F046.png,F045.png,1.6,1,114,0,16,16,16,,,,,,,a,0.50026889766,,,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
d,F045.png,F046.png,1.8,1,230,0,17,17,17,,,,,,,d,0.516949028693,,,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
a,F046.png,F045.png,1.2,1,193,0,18,18,18,,,,,,,a,0.400252413065,,,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
a,F046.png,F045.png,1.4,1,266,0,19,19,19,,,,,,,a,0.516915124208,,,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
a,F045.png,F046.png,1.2,0,153,0,20,20,20,,,,,,,d,0.583616650143,,,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
a,F046.png,F045.png,1.4,1,34,0,21,21,21,,,,,,,a,0.500215410408,,,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
a,F045.png,F046.png,1.4,0,209,0,22,22,22,,,,,,,d,0.417361903515,,,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
d,F045.png,F046.png,1.8,1,249,0,23,23,23,,,,,,,d,0.500234993173,,,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
d,F045.png,F046.png,1.6,1,154,0,24,24,24,,,,,,,d,0.366969605211,,,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
d,F045.png,F046.png,1.2,1,182,0,25,25,25,,,,,,,d,0.550286492919,,,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
d,F045.png,F046.png,1.2,1,178,0,26,26,26,,,,,,,d,0.48360425747,,,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
d,F045.png,F046.png,1.6,1,105,0,27,27,27,,,,,,,d,0.483596658187,,,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
a,F046.png,F045.png,1.4,1,146,0,28,28,28,,,,,,,a,0.583575146373,,,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
d,F046.png,F045.png,1.8,0,85,0,29,29,29,,,,,,,a,0.566924827905,,,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
a,F046.png,F045.png,1.4,1,176,0,30,30,30,,,,,,,a,0.600247093567,,,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
a,F046.png,F045.png,1.2,1,1,0,31,31,31,,,,,,,a,0.600238617444,,,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
d,F045.png,F046.png,1.2,1,94,0,32,32,32,,,,,,,d,0.500252822256,,,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
d,F045.png,F046.png,1.8,1,40,0,33,33,33,,,,,,,d,0.450280530407,,,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
d,F045.png,F046.png,1.8,1,54,0,34,34,34,,,,,,,d,0.450326126098,,,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
d,F046.png,F045.png,1.8,0,205,0,35,35,35,,,,,,,a,0.733595489068,,,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
a,F046.png,F045.png,1.8,1,169,0,36,36,36,,,,,,,a,0.416945988982,,,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
a,F045.png,F046.png,1.6,0,96,0,37,37,37,,,,,,,d,0.466952185321,,,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
d,F045.png,F046.png,1.6,1,252,0,38,38,38,,,,,,,d,0.61696112909,,,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
a,F045.png,F046.png,1.6,0,5,0,39,39,39,,,,,,,d,0.416919976056,,,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
d,F034.png,F028.png,1.2,0,204,,,,,0,0,0,0,,,,,d,0.700187293065,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
a,F028.png,F034.png,1.8,0,216,,,,,0,1,1,1,,,,,a,0.566694511213,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
d,F028.png,F034.png,1.2,1,76,,,,,0,2,2,2,,,,,a,0.416903316092,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
d,F028.png,F034.png,1.2,1,228,,,,,0,3,3,3,,,,,a,0.383655289568,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
d,F034.png,F028.png,1.8,0,142,,,,,0,4,4,4,,,,,d,0.733561584579,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
d,F028.png,F034.png,1.2,1,69,,,,,0,5,5,5,,,,,a,0.533566027236,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
d,F028.png,F034.png,1.8,1,95,,,,,0,6,6,6,,,,,a,0.83360028246,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
d,F028.png,F034.png,1.8,1,140,,,,,0,7,7,7,,,,,a,0.400237506781,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
a,F034.png,F028.png,1.4,1,265,,,,,0,8,8,8,,,,,a,0.566903783742,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
a,F034.png,F028.png,1.4,1,271,,,,,0,9,9,9,,,,,a,0.416907700295,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
d,F034.png,F028.png,1.2,0,81,,,,,0,10,10,10,,,,,a,0.450101070446,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
d,F028.png,F034.png,1.8,1,279,,,,,0,11,11,11,,,,,d,0.450215936511,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
a,F028.png,F034.png,1.4,0,257,,,,,0,12,12,12,,,,,d,0.650297424194,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
a,F034.png,F028.png,1.6,1,119,,,,,0,13,13,13,,,,,a,0.716897821228,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
d,F028.png,F034.png,1.2,1,198,,,,,0,14,14,14,,,,,d,0.466745835593,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
a,F034.png,F028.png,1.6,1,79,,,,,0,15,15,15,,,,,a,0.416948619502,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
a,F034.png,F028.png,1.6,1,114,,,,,0,16,16,16,,,,,a,0.450214767392,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
a,F028.png,F034.png,1.8,0,230,,,,,0,17,17,17,,,,,d,0.450254809761,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
a,F034.png,F028.png,1.2,1,193,,,,,0,18,18,18,,,,,a,0.466907466471,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
a,F034.png,F028.png,1.4,1,266,,,,,0,19,19,19,,,,,a,0.483620917432,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
a,F028.png,F034.png,1.2,0,153,,,,,0,20,20,20,,,,,d,0.550240897228,2018_10_11_1108,60.0008768524,One_NoFb_17ms,001,YAD_10070_01,
