answer,Male_Female2,Male_Female,fixation,correctness,order,loss_trial.thisRepN,loss_trial.thisTrialN,loss_trial.thisN,loss_trial.thisIndex,reward_trial.thisRepN,reward_trial.thisTrialN,reward_trial.thisN,reward_trial.thisIndex,start_key.keys,start_key.rt,decide_2.keys,decide_2.rt,decide.keys,decide.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,s,31.9162065923,,,,,2018_2_19_1119,60.0068226105,One_NoFb_17ms,001,YAD_10050_01,
a,F046.png,F045.png,1.2,1,204,0,0,0,0,,,,,,,d,0.900268518402,,,2018_2_19_1119,60.0068226105,One_NoFb_17ms,001,YAD_10050_01,
a,F045.png,F046.png,1.8,0,216,0,1,1,1,,,,,,,d,0.716985345332,,,2018_2_19_1119,60.0068226105,One_NoFb_17ms,001,YAD_10050_01,
d,F045.png,F046.png,1.2,1,76,0,2,2,2,,,,,,,d,0.650256461817,,,2018_2_19_1119,60.0068226105,One_NoFb_17ms,001,YAD_10050_01,
d,F046.png,F045.png,1.2,0,228,0,3,3,3,,,,,,,a,0.583625492383,,,2018_2_19_1119,60.0068226105,One_NoFb_17ms,001,YAD_10050_01,
d,F045.png,F046.png,1.8,1,142,0,4,4,4,,,,,,,d,0.583611170623,,,2018_2_19_1119,60.0068226105,One_NoFb_17ms,001,YAD_10050_01,
a,F045.png,F046.png,1.2,0,69,0,5,5,5,,,,,,,d,0.550272741861,,,2018_2_19_1119,60.0068226105,One_NoFb_17ms,001,YAD_10050_01,
d,F046.png,F045.png,1.8,0,95,0,6,6,6,,,,,,,a,0.500316101721,,,2018_2_19_1119,60.0068226105,One_NoFb_17ms,001,YAD_10050_01,
a,F046.png,F045.png,1.8,1,140,0,7,7,7,,,,,,,d,0.60028608448,,,2018_2_19_1119,60.0068226105,One_NoFb_17ms,001,YAD_10050_01,
a,F046.png,F045.png,1.4,1,265,0,8,8,8,,,,,,,d,0.550299631697,,,2018_2_19_1119,60.0068226105,One_NoFb_17ms,001,YAD_10050_01,
a,F046.png,F045.png,1.4,1,271,0,9,9,9,,,,,,,a,0.650311995176,,,2018_2_19_1119,60.0068226105,One_NoFb_17ms,001,YAD_10050_01,
a,F046.png,F045.png,1.2,1,81,0,10,10,10,,,,,,,a,0.416977775258,,,2018_2_19_1119,60.0068226105,One_NoFb_17ms,001,YAD_10050_01,
a,F046.png,F045.png,1.8,1,279,0,11,11,11,,,,,,,a,0.583619354486,,,2018_2_19_1119,60.0068226105,One_NoFb_17ms,001,YAD_10050_01,
d,F045.png,F046.png,1.4,1,257,0,12,12,12,,,,,,,d,1.08358150412,,,2018_2_19_1119,60.0068226105,One_NoFb_17ms,001,YAD_10050_01,
d,F046.png,F045.png,1.6,0,119,0,13,13,13,,,,,,,a,0.51706467035,,,2018_2_19_1119,60.0068226105,One_NoFb_17ms,001,YAD_10050_01,
d,F046.png,F045.png,1.2,0,198,0,14,14,14,,,,,,,a,0.466935876799,,,2018_2_19_1119,60.0068226105,One_NoFb_17ms,001,YAD_10050_01,
d,F045.png,F046.png,1.6,1,79,0,15,15,15,,,,,,,d,0.566917843073,,,2018_2_19_1119,60.0068226105,One_NoFb_17ms,001,YAD_10050_01,
a,F046.png,F045.png,1.6,1,114,0,16,16,16,,,,,,,a,0.466934415395,,,2018_2_19_1119,60.0068226105,One_NoFb_17ms,001,YAD_10050_01,
d,F045.png,F046.png,1.8,1,230,0,17,17,17,,,,,,,d,0.500270505912,,,2018_2_19_1119,60.0068226105,One_NoFb_17ms,001,YAD_10050_01,
a,F046.png,F045.png,1.2,1,193,0,18,18,18,,,,,,,a,0.650198882495,,,2018_2_19_1119,60.0068226105,One_NoFb_17ms,001,YAD_10050_01,
a,F046.png,F045.png,1.4,1,266,0,19,19,19,,,,,,,a,0.76689668194,,,2018_2_19_1119,60.0068226105,One_NoFb_17ms,001,YAD_10050_01,
a,F045.png,F046.png,1.2,0,153,0,20,20,20,,,,,,,d,1.23354816949,,,2018_2_19_1119,60.0068226105,One_NoFb_17ms,001,YAD_10050_01,
a,F046.png,F045.png,1.4,1,34,0,21,21,21,,,,,,,a,0.450211859763,,,2018_2_19_1119,60.0068226105,One_NoFb_17ms,001,YAD_10050_01,
a,F045.png,F046.png,1.4,0,209,0,22,22,22,,,,,,,d,0.316926830708,,,2018_2_19_1119,60.0068226105,One_NoFb_17ms,001,YAD_10050_01,
d,F045.png,F046.png,1.8,1,249,0,23,23,23,,,,,,,d,0.367306985774,,,2018_2_19_1119,60.0068226105,One_NoFb_17ms,001,YAD_10050_01,
d,F045.png,F046.png,1.6,1,154,0,24,24,24,,,,,,,d,0.55028326397,,,2018_2_19_1119,60.0068226105,One_NoFb_17ms,001,YAD_10050_01,
d,F045.png,F046.png,1.2,1,182,0,25,25,25,,,,,,,d,0.550256958695,,,2018_2_19_1119,60.0068226105,One_NoFb_17ms,001,YAD_10050_01,
d,F045.png,F046.png,1.2,1,178,0,26,26,26,,,,,,,d,0.566933041677,,,2018_2_19_1119,60.0068226105,One_NoFb_17ms,001,YAD_10050_01,
d,F045.png,F046.png,1.6,1,105,0,27,27,27,,,,,,,d,0.616923878673,,,2018_2_19_1119,60.0068226105,One_NoFb_17ms,001,YAD_10050_01,
a,F046.png,F045.png,1.4,1,146,0,28,28,28,,,,,,,a,0.433600663126,,,2018_2_19_1119,60.0068226105,One_NoFb_17ms,001,YAD_10050_01,
d,F046.png,F045.png,1.8,0,85,0,29,29,29,,,,,,,a,0.583601525355,,,2018_2_19_1119,60.0068226105,One_NoFb_17ms,001,YAD_10050_01,
a,F046.png,F045.png,1.4,1,176,0,30,30,30,,,,,,,a,0.500487670572,,,2018_2_19_1119,60.0068226105,One_NoFb_17ms,001,YAD_10050_01,
a,F046.png,F045.png,1.2,1,1,0,31,31,31,,,,,,,a,0.500288042762,,,2018_2_19_1119,60.0068226105,One_NoFb_17ms,001,YAD_10050_01,
d,F045.png,F046.png,1.2,1,94,0,32,32,32,,,,,,,d,0.850271251227,,,2018_2_19_1119,60.0068226105,One_NoFb_17ms,001,YAD_10050_01,
d,F045.png,F046.png,1.8,1,40,0,33,33,33,,,,,,,d,0.750229951946,,,2018_2_19_1119,60.0068226105,One_NoFb_17ms,001,YAD_10050_01,
d,F045.png,F046.png,1.8,1,54,0,34,34,34,,,,,,,d,0.666954758142,,,2018_2_19_1119,60.0068226105,One_NoFb_17ms,001,YAD_10050_01,
d,F046.png,F045.png,1.8,0,205,0,35,35,35,,,,,,,a,0.483592084684,,,2018_2_19_1119,60.0068226105,One_NoFb_17ms,001,YAD_10050_01,
a,F046.png,F045.png,1.8,1,169,0,36,36,36,,,,,,,a,0.450254532765,,,2018_2_19_1119,60.0068226105,One_NoFb_17ms,001,YAD_10050_01,
a,F045.png,F046.png,1.6,0,96,0,37,37,37,,,,,,,d,0.517010306114,,,2018_2_19_1119,60.0068226105,One_NoFb_17ms,001,YAD_10050_01,
d,F045.png,F046.png,1.6,1,252,0,38,38,38,,,,,,,d,0.533523004109,,,2018_2_19_1119,60.0068226105,One_NoFb_17ms,001,YAD_10050_01,
a,F045.png,F046.png,1.6,0,5,0,39,39,39,,,,,,,None,,,,2018_2_19_1119,60.0068226105,One_NoFb_17ms,001,YAD_10050_01,
d,F034.png,F028.png,1.2,0,204,,,,,0,0,0,0,,,,,d,0.750359432355,2018_2_19_1119,60.0068226105,One_NoFb_17ms,001,YAD_10050_01,
a,F028.png,F034.png,1.8,0,216,,,,,0,1,1,1,,,,,a,0.450298082609,2018_2_19_1119,60.0068226105,One_NoFb_17ms,001,YAD_10050_01,
d,F028.png,F034.png,1.2,1,76,,,,,0,2,2,2,,,,,a,0.383619763679,2018_2_19_1119,60.0068226105,One_NoFb_17ms,001,YAD_10050_01,
d,F028.png,F034.png,1.2,1,228,,,,,0,3,3,3,,,,,a,0.400290001044,2018_2_19_1119,60.0068226105,One_NoFb_17ms,001,YAD_10050_01,
d,F034.png,F028.png,1.8,0,142,,,,,0,4,4,4,,,,,d,0.566953793616,2018_2_19_1119,60.0068226105,One_NoFb_17ms,001,YAD_10050_01,
d,F028.png,F034.png,1.2,1,69,,,,,0,5,5,5,,,,,a,0.383706278806,2018_2_19_1119,60.0068226105,One_NoFb_17ms,001,YAD_10050_01,
