answer,Male_Female2,Male_Female,fixation,correctness,order,loss_trial.thisRepN,loss_trial.thisTrialN,loss_trial.thisN,loss_trial.thisIndex,reward_trial.thisRepN,reward_trial.thisTrialN,reward_trial.thisN,reward_trial.thisIndex,start_key.keys,start_key.rt,decide_2.keys,decide_2.rt,decide.keys,decide.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,s,32.0329923683,,,,,2017_11_02_1018,60.0099801275,One_NoFb_17ms,001,YAD_10008,
a,F046.png,F045.png,1.2,1,204,0,0,0,0,,,,,,,None,,,,2017_11_02_1018,60.0099801275,One_NoFb_17ms,001,YAD_10008,
a,F045.png,F046.png,1.8,0,216,0,1,1,1,,,,,,,a,0.600273808685,,,2017_11_02_1018,60.0099801275,One_NoFb_17ms,001,YAD_10008,
d,F045.png,F046.png,1.2,1,76,0,2,2,2,,,,,,,a,0.500177268325,,,2017_11_02_1018,60.0099801275,One_NoFb_17ms,001,YAD_10008,
d,F046.png,F045.png,1.2,0,228,0,3,3,3,,,,,,,d,0.533634070826,,,2017_11_02_1018,60.0099801275,One_NoFb_17ms,001,YAD_10008,
d,F045.png,F046.png,1.8,1,142,0,4,4,4,,,,,,,a,0.566886276742,,,2017_11_02_1018,60.0099801275,One_NoFb_17ms,001,YAD_10008,
a,F045.png,F046.png,1.2,0,69,0,5,5,5,,,,,,,a,0.550078667387,,,2017_11_02_1018,60.0099801275,One_NoFb_17ms,001,YAD_10008,
d,F046.png,F045.png,1.8,0,95,0,6,6,6,,,,,,,d,0.450295744362,,,2017_11_02_1018,60.0099801275,One_NoFb_17ms,001,YAD_10008,
a,F046.png,F045.png,1.8,1,140,0,7,7,7,,,,,,,d,0.583611755184,,,2017_11_02_1018,60.0099801275,One_NoFb_17ms,001,YAD_10008,
a,F046.png,F045.png,1.4,1,265,0,8,8,8,,,,,,,d,0.416909089262,,,2017_11_02_1018,60.0099801275,One_NoFb_17ms,001,YAD_10008,
a,F046.png,F045.png,1.4,1,271,0,9,9,9,,,,,,,d,0.533600166249,,,2017_11_02_1018,60.0099801275,One_NoFb_17ms,001,YAD_10008,
a,F046.png,F045.png,1.2,1,81,0,10,10,10,,,,,,,d,0.633640880969,,,2017_11_02_1018,60.0099801275,One_NoFb_17ms,001,YAD_10008,
a,F046.png,F045.png,1.8,1,279,0,11,11,11,,,,,,,a,0.467017715433,,,2017_11_02_1018,60.0099801275,One_NoFb_17ms,001,YAD_10008,
d,F045.png,F046.png,1.4,1,257,0,12,12,12,,,,,,,d,0.450272654176,,,2017_11_02_1018,60.0099801275,One_NoFb_17ms,001,YAD_10008,
d,F046.png,F045.png,1.6,0,119,0,13,13,13,,,,,,,a,0.533639624162,,,2017_11_02_1018,60.0099801275,One_NoFb_17ms,001,YAD_10008,
d,F046.png,F045.png,1.2,0,198,0,14,14,14,,,,,,,d,1.03368390471,,,2017_11_02_1018,60.0099801275,One_NoFb_17ms,001,YAD_10008,
d,F045.png,F046.png,1.6,1,79,0,15,15,15,,,,,,,d,0.416935102257,,,2017_11_02_1018,60.0099801275,One_NoFb_17ms,001,YAD_10008,
a,F046.png,F045.png,1.6,1,114,0,16,16,16,,,,,,,a,0.616913064281,,,2017_11_02_1018,60.0099801275,One_NoFb_17ms,001,YAD_10008,
