answer,Male_Female2,Male_Female,fixation,correctness,order,loss_trial.thisRepN,loss_trial.thisTrialN,loss_trial.thisN,loss_trial.thisIndex,reward_trial.thisRepN,reward_trial.thisTrialN,reward_trial.thisN,reward_trial.thisIndex,start_key.keys,start_key.rt,decide_2.keys,decide_2.rt,decide.keys,decide.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,s,29.1829587413,,,,,2018_11_13_1659,60.0025078742,One_NoFb_17ms,001,YAD_10099_01,
a,F046.png,F045.png,1.2,1,204,0,0,0,0,,,,,,,d,1.083528309,,,2018_11_13_1659,60.0025078742,One_NoFb_17ms,001,YAD_10099_01,
a,F045.png,F046.png,1.8,0,216,0,1,1,1,,,,,,,a,0.833615043346,,,2018_11_13_1659,60.0025078742,One_NoFb_17ms,001,YAD_10099_01,
d,F045.png,F046.png,1.2,1,76,0,2,2,2,,,,,,,a,0.766885575271,,,2018_11_13_1659,60.0025078742,One_NoFb_17ms,001,YAD_10099_01,
d,F046.png,F045.png,1.2,0,228,0,3,3,3,,,,,,,a,0.800299997049,,,2018_11_13_1659,60.0025078742,One_NoFb_17ms,001,YAD_10099_01,
d,F045.png,F046.png,1.8,1,142,0,4,4,4,,,,,,,a,0.833639302655,,,2018_11_13_1659,60.0025078742,One_NoFb_17ms,001,YAD_10099_01,
a,F045.png,F046.png,1.2,0,69,0,5,5,5,,,,,,,a,0.650262015159,,,2018_11_13_1659,60.0025078742,One_NoFb_17ms,001,YAD_10099_01,
d,F046.png,F045.png,1.8,0,95,0,6,6,6,,,,,,,d,0.61687360637,,,2018_11_13_1659,60.0025078742,One_NoFb_17ms,001,YAD_10099_01,
a,F046.png,F045.png,1.8,1,140,0,7,7,7,,,,,,,a,0.466924185574,,,2018_11_13_1659,60.0025078742,One_NoFb_17ms,001,YAD_10099_01,
a,F046.png,F045.png,1.4,1,265,0,8,8,8,,,,,,,a,0.550267188519,,,2018_11_13_1659,60.0025078742,One_NoFb_17ms,001,YAD_10099_01,
a,F046.png,F045.png,1.4,1,271,0,9,9,9,,,,,,,d,0.666999184832,,,2018_11_13_1659,60.0025078742,One_NoFb_17ms,001,YAD_10099_01,
a,F046.png,F045.png,1.2,1,81,0,10,10,10,,,,,,,d,0.533526219195,,,2018_11_13_1659,60.0025078742,One_NoFb_17ms,001,YAD_10099_01,
a,F046.png,F045.png,1.8,1,279,0,11,11,11,,,,,,,a,0.5336253024,,,2018_11_13_1659,60.0025078742,One_NoFb_17ms,001,YAD_10099_01,
d,F045.png,F046.png,1.4,1,257,0,12,12,12,,,,,,,d,0.500384495448,,,2018_11_13_1659,60.0025078742,One_NoFb_17ms,001,YAD_10099_01,
d,F046.png,F045.png,1.6,0,119,0,13,13,13,,,,,,,a,0.583608832385,,,2018_11_13_1659,60.0025078742,One_NoFb_17ms,001,YAD_10099_01,
d,F046.png,F045.png,1.2,0,198,0,14,14,14,,,,,,,d,0.500343576117,,,2018_11_13_1659,60.0025078742,One_NoFb_17ms,001,YAD_10099_01,
d,F045.png,F046.png,1.6,1,79,0,15,15,15,,,,,,,d,0.833619135286,,,2018_11_13_1659,60.0025078742,One_NoFb_17ms,001,YAD_10099_01,
